,Title,Address,City,State,PostalCode,Units,Open Date,Phase,Latitude,Longitude,Market,Submarket
3171,Sleep Inn Garden City,3908 3rd St,Savannah,GA,31408-2810,40,,Deferred,32.0969132,-81.145086,Savannah,Savannah Airport 
3172,Mainstay Suites Garden City,4001 1st St,Garden City,GA,31408-2804,40,10/31/2021,In Construction,32.0977295,-81.1445101,Savannah,Savannah Airport 
3173,Comfort Suites Atlanta,3121 Piedmont Road NE,Atlanta,GA,30305,154,6/30/2022,In Construction,33.841844,-84.3699014,Atlanta,Buckhead 
3174,Econo Lodge Inn & Suites Rome,2 Glen View Dr,Rome,GA,30165-9053,30,6/30/2023,Final Planning,34.3203983,-85.1716929,Georgia North,Georgia Northwest 
3175,Econo Lodge Inn & Suites Carrollton,103 Trojan Dr,Carrollton,GA,30117,60,6/30/2023,In Construction,33.5681585,-85.0790831,Atlanta,Atlanta West 
3176,Sleep Inn & Suites Sheldon,203 34th Ave,Sheldon,IA,51201,60,1/31/2023,Final Planning,43.1833684,-95.8149518,Iowa Area,Iowa West Area 
3177,Cambria Hotel & Suites Chicago,1523 N Fremont St,Chicago,IL,60642-2527,176,2/15/2023,Planning,41.9095255,-87.6508115,Chicago,Chicago CBD 
3178,Comfort Suites Gatlinburg,321 Reagan Dr,Gatlinburg,TN,37738-3365,87,10/31/2021,In Construction,35.7080184,-83.5153279,Gatlinburg/Pigeon Forge,Gatlinburg 
3179,Cambria hotel & suites Memphis,46 N B B King Blvd,Memphis,TN,38103-2305,120,4/15/2022,Final Planning,35.145744,-90.049591,Memphis,Memphis CBD 
3180,Cambria Hotels Indianapolis,23 Sycamore St,Indianapolis,IN,46225-1363,144,9/30/2022,In Construction,39.7558845,-86.1582711,Indianapolis,Indianapolis CBD 
3181,Sleep Inn Sullivan,346 N Court St,Sullivan,IN,47882,40,7/22/2022,Final Planning,39.0981327,-87.4073279,Indiana South,Indiana South Area 
3182,Mainstay Suites Sullivan,345 N Court St,Sullivan,IN,47882-1219,35,8/12/2021,In Construction,39.0978068,-87.407521,Indiana South,Indiana South Area 
3183,Comfort Inn & Suites Jeffersonville,9th St & Indiana Ave,Jacksonville,IN,47842,80,10/1/2023,In Construction,38.277753,-85.747116,Louisville,Louisville CBD 
3184,Mainstay Suites Jeffersonville,839 Spring St,Jeffersonville,IN,47130,40,10/1/2023,In Construction,38.277753,-85.747116,Louisville,Louisville CBD 
3185,Comfort Inn Yonkers,602 S Broadway,Yonkers,NY,10705-3768,60,7/13/2022,In Construction,40.912663,-73.896511,Lower Hudson Valley,Rockland/Westchester NY 
3186,Sleep Inn Jamaica,14716 97th Ave,Jamaica,NY,11435-4705,100,6/8/2023,In Construction,40.6973291,-73.8050728,New York,JFK/Jamaica 
3187,Comfort Inn and Suites Manhattan,Clocktower Pl,Manhattan,KS,66503,80,9/1/2022,Final Planning,39.2045175,-96.636091,Kansas,Kansas Area 
3188,Cambria Portland Old Port,86 Newbury St,Portland,ME,04101-4219,102,11/2/2021,In Construction,43.661535,-70.2485268,Portland,Portland Downtown/Int'l Jetport 
3189,Sleep Inn Bardstown,250 Parkway Dr,Bardstown,KY,40004,41,10/15/2021,In Construction,37.797774,-85.4238349,Kentucky Area,Kentucky East Area 
3190,Mainstay Suites Bardstown,250 Parkway Dr,Bardstown,KY,40004,41,8/31/2021,In Construction,37.7980581,-85.4237384,Kentucky Area,Kentucky East Area 
3191,Comfort Suites,425 Industrial Dr,Adrian,MI,49221,75,8/2/2021,In Construction,41.893449,-84.064968,Michigan South,Ann Arbor/Jackson 
3192,Comfort Inn & Suites Grandview - Kansas City,5600 Harry S Truman Dr,Grandview,MO,64030-6703,75,5/31/2021,In Construction,38.8967277,-94.5256455,Kansas City,Kansas City Surrounding MO 
3193,Sleep Inn,801 Jackson Rd,Dunn,NC,28334-9618,40,5/15/2023,Final Planning,35.2970375,-78.6018484,North Carolina East,North Carolina Southeast Area 
3194,Mainstay Suites Dunn,801 Jackson Rd,Dunn,NC,28334-9618,40,5/15/2023,Final Planning,35.2970151,-78.6018623,North Carolina East,North Carolina Southeast Area 
3195,Ascend Hotel Collection Bronx,164 Canal St,Bronx,NY,10451,73,7/1/2021,In Construction,40.81077,-73.9303853,New York,New York City Area 
3196,Comfort Inn & Suites Buffalo,4219 Genesee St,Cheektowaga,NY,14225-1943,80,7/15/2022,Abandoned,42.9296779,-78.7300524,Buffalo,Buffalo/Cheektowaga 
3197,Mainstay Suites Buffalo,4217 Genesee St,Buffalo,NY,14225,50,7/15/2022,In Construction,42.9297076,-78.7294172,Buffalo,Buffalo/Cheektowaga 
3198,Comfort Suites Liberty Township,0 Liberty Ct,Middletown,OH,45044,80,4/15/2022,Final Planning,39.3819129,-84.3691469,Cincinnati,Cincinnati Northwest 
3199,Mainstay Suites Belmont,41374 Reco Rd,Belmont,OH,43718,80,12/1/2021,In Construction,40.057224,-81.0536027,Ohio Area,Ohio South Area 
3200,Mainstay Suites Liberty Township,Liberty Ct,Liberty Township,OH,45044-9575,41,11/29/2023,Final Planning,39.381487,-84.370076,Cincinnati,Cincinnati Northwest 
3201,Comfort Inn & Suites Sunbury,7130 OH-37,Sunbury,OH,43074,84,,Planning,40.2685996,-82.9280908,Columbus,Columbus Rural Areas 
3202,Wingate by Wyndham,Tower Rd,Denver,CO,80249,123,,Abandoned,39.8215491,-104.776134,Denver,Denver Airport/East 
3203,Comfort Inn & Suites Enid,5817 K L Dr,Enid,OK,73703-6018,90,10/30/2023,Final Planning,36.3899266,-97.9505506,Oklahoma Area,Oklahoma West Area 
3204,Comfort Suites Harrah,Harrah Rd & E Reno Ave,Harrah,OK,73045,75,8/12/2021,In Construction,35.4635413,-97.1600673,Oklahoma City,Oklahoma City South 
3205,Mainstay Suites Carlisle,1405 Dennison Cir,Carlisle,PA,17013,106,8/15/2021,In Construction,40.1811142,-77.2360773,Harrisburg,Carlisle/Mechanicsburg PA 
3206,Mainstay Suites North Charleston,2055 Eagle Landing Blvd,North Charleston,SC,29406-4074,90,12/26/2022,Final Planning,32.9452664,-80.0368242,Charleston,Charleston Airport 
3207,Mainstay Suites Sioux Falls,4604 W 12th St,Sioux Falls,SD,57107-0527,78,,Deferred,43.544622,-96.783372,South Dakota,Sioux Falls SD 
3208,Sleep Inn & Suites Goodlettsville,1 S Cartwright Dr,Goodlettsville,TN,37072,50,,Deferred,36.315301,-86.702693,Nashville,Nashville I-65 North 
3209,Mainstay Suites Goodlettsville,706 Space Park N,Goodlettsville,TN,37072-1868,40,7/15/2022,Planning,36.3148194,-86.7026631,Nashville,Nashville I-65 North 
3210,Comfort inn & Suites Lebanon,205 S Eastgate Ct,Lebanon,TN,37090-6016,77,7/15/2022,In Construction,36.18567,-86.41085,Nashville,Nashville Other Areas 
3211,Comfort Suites Lebanon,494 S Hartman Dr,Lebanon,TN,37087,90,10/15/2023,Final Planning,36.2335167,-86.316098,Nashville,Nashville Other Areas 
3212,Comfort Inn & Suites Universal City,200 Palisades Dr,Universal City,TX,78148-3151,75,9/2/2023,Final Planning,29.554114,-98.322245,San Antonio,San Antonio Northeast 
3213,Cambria hotel & suites Green Bay,2001 Holmgren Way,Green Bay,WI,54304,100,10/1/2022,In Construction,44.496317,-88.0531346,Wisconsin North,Green Bay 
3214,Sleep Inn & Suites Houston,8420 Hansen Rd,Houston,TX,77075-1005,42,1/1/2023,Deferred,29.6466092,-95.2587163,Houston,Houston Hobby Airport/NASA 
3215,Mainstay Suites Houston,8424 Hansen Rd,Houston,TX,77075-1005,42,,Deferred,29.6463569,-95.2615546,Houston,Houston Hobby Airport/NASA 
3216,MainStay Suites,8300 US 90 Access Rd,San Antonio,TX,78227,42,,Deferred,29.395801,-98.6521336,San Antonio,San Antonio South 
3217,Sleep Inn & Suites Pasadena,63 E Sam Houston Pkwy,Pasadena,TX,77505,42,10/29/2022,Planning,29.6593243,-95.1571746,Houston,Houston East/Baytown 
3218,Mainstay Suites Pasadena,NW Vista Rd & Beltway 8,Pasadena,TX,77505,42,10/29/2022,Planning,29.6596118,-95.1570114,Houston,Houston East/Baytown 
3219,La Quinta McKinney,1721 Farm To Market Rd,McKinney,TX,75069,100,,Planning,33.1631021,-96.5892959,Dallas,Denton/Lewisville/McKinney 
3220,Comfort Inn & Suites Balch Springs,4019 S Belt Line Road Temp Rd,Balch Springs,TX,75181,70,7/30/2021,In Construction,32.7079993,-96.5850312,Dallas,Dallas South/East 
3221,Sleep Inn & Suites Mont Belvieu,SWQ I-10 & Hwy 146,Mont Belvieu,TX,77580,42,11/30/2023,Final Planning,29.8201786,-94.9031875,Houston,Houston East/Baytown 
3222,Mainstay Suites Mont Belvieu,SWQ I10 & Hwy 146,Mont Belvieu,TX,77580,42,11/30/2022,Final Planning,29.8201407,-94.9033041,Houston,Houston East/Baytown 
3223,Comfort Inn & Suites Katy,I-10 & Westgreen Blvd,Katy,TX,77449,85,11/30/2025,Planning,29.783411,-95.7342487,Houston,Katy Freeway West 
3224,La Quinta Inns & Suites Irving,7700 Valley View Ln,Irving,TX,75039,70,,Planning,32.9132481,-96.9373634,Dallas,Farmers Branch/Stemmons Fwy North 
3225,Comfort Inn & Suites Round Rock,1 Roundville Ln,Round Rock,TX,78664-7480,70,4/1/2024,Planning,30.4832615,-97.647525,Austin,Round Rock/Georgetown 
3226,Sleep Inn & Suites Pecos,E 14th St & S Cedar St,Pecos,TX,79772,41,4/30/2024,Final Planning,31.415132,-103.489305,Texas West,Texas West Area 
3227,Mainstay Suites Pecos,E 14th & S Cedar St,Pecos,TX,79772,41,4/1/2024,Final Planning,31.4151037,-103.4888071,Texas West,Texas West Area 
3228,Comfort Inn & Suites Del Valle,3150 E Highway 71,Del Valle,TX,78617,90,4/30/2024,Planning,30.1939722,-97.6283932,Austin,South Austin/Airport 
3229,Sleep Inn & Suites Odessa,7821 Tres Hermanas Blvd,Odessa,TX,79765,41,4/30/2022,Final Planning,31.9116364,-102.2954959,Texas West,Midland & Odessa 
3230,Mainstay Suites Odessa,Seq Parks Legend,Odessa,TX,79765,41,4/30/2022,In Construction,31.9119761,-102.2965396,Texas West,Midland & Odessa 
3231,La Quints Inns & Suites Veterans Memorial Drive,10742 Veterans Memorial Dr,Houston,TX,77038-1006,83,,Planning,29.936245,-95.458492,Houston,George Bush Airport Area 
3232,Comfort Inn & Suites Belton,TX-121 Loop Adjacent From 2701,Belton,TX,76513,80,9/30/2022,Final Planning,31.0479038,-97.4867235,Texas West,Waco & Killeen 
3233,Suburban Extended Stay Hotel,1801 S US Highway 385,Odessa,TX,79766-2140,95,10/30/2021,In Construction,31.8267378,-102.3522695,Texas West,Midland & Odessa 
3234,Comfort Inn & Suites Green River,1500 E Main St,Green River,UT,84525,80,1/18/2025,Planning,38.992768,-110.1422097,Utah Area,Utah Regional 
3235,Sleep Inn,98 Pearl St,Essex Junction,VT,05452-3642,50,1/2/2026,Final Planning,44.4942785,-73.1206403,Vermont,Vermont North Area 
3236,Mainstay Suites Essex Junction,98 Pearl St,Essex Junction,VT,05452-3642,50,12/28/2021,In Construction,44.4944161,-73.1213699,Vermont,Vermont North Area 
3237,Sleep Inn Appleton,820 W College Ave,Appleton,WI,54914-5286,41,6/1/2023,In Construction,44.2621256,-88.4185459,Wisconsin North,Appleton/Oshkosh 
3238,Mainstay Suites Appleton,820 W College Ave,Appleton,WI,54911,41,6/1/2023,In Construction,44.26217,-88.418317,Wisconsin North,Appleton/Oshkosh 
3239,Wingate By Wyndham Upper Darby,3 Powell Ln,Upper Darby,PA,19082,100,,Deferred,39.962989,-75.2534324,Philadelphia,Philadelphia West Suburbs 
3240,Cripple Creek Casino & Hotel,341 Warren Ave,Cripple Creek,CO,80813-5234,158,,Abandoned,38.7460313,-105.1758908,Colorado Springs,Colorado Springs South/Airport 
3241,Unnamed Hotel @ Hotel Alexandra Site,1769 Washington St,Boston,MA,02118-1806,156,,Final Planning,42.3365078,-71.0774454,Boston,Boston CBD/Airport 
3242,Unknown @ ABE Airport,0 Industrial Dr Tbd,Bethlehem,PA,18017,125,,Planning,40.646606,-75.4286498,Allentown & Reading,Allentown PA 
3243,Staybridge Suites Austin,11600-11660 Vista Parke Dr,Austin,TX,78726,100,4/1/2023,Final Planning,30.4132447,-97.8511488,Austin,Austin Northwest/Arboretum 
3244,Super 8 Dalton,801 E Willow Park Dr,Dalton,GA,30720,60,,Planning,34.7611504,-84.9727927,Georgia North,Georgia Northwest 
3245,Cobblestone Hotel and Suites Superior,1028 Tower Ave,Superior,WI,54880-1522,60,5/1/2021,In Construction,46.725588,-92.103422,Minnesota,Duluth 
3246,Avid Orlando,11101 International Dr,Orlando,FL,32821,200,,Deferred,28.4037612,-81.4549821,Orlando,Orlando International Drive 
3247,Staybridge Suites Round Rock,3251 Oakmont Dr,Round Rock,TX,78665-1049,100,6/14/2022,Final Planning,30.5676829,-97.686168,Austin,Round Rock/Georgetown 
3248,Staybridge Suites Metairie,2701 Richland Ave,Metairie,LA,70002-6813,103,8/1/2022,Final Planning,29.999269,-90.1737392,New Orleans,New Orleans Metairie/Airport 
3249,Staybridge Suites Grand Rapids,1469 Eastport Dr,Grand Rapids,MI,49508-7885,100,4/25/2023,Final Planning,42.8510776,-85.6278213,Grand Rapids & Michigan West,Grand Rapids MI 
3250,Hotel Indigo Baton Rouge,10239 The Grove Blvd,Baton Rouge,LA,70836-6432,100,6/2/2022,Planning,30.3855339,-91.0819276,Louisiana South,Baton Rouge 
3251,Holiday Inn Express & Suites McCalla,4703 Bell Hill Rd,Bessemer,AL,35022,104,12/25/2021,In Construction,33.3308473,-86.9950142,Birmingham,Birmingham Southwest 
3252,Candlewood Suites Pensacola,900 N Navy Blvd,Pensacola,FL,32507,100,11/27/2022,Final Planning,30.403097,-87.27589,Florida Panhandle,Pensacola 
3253,Staybridge Suites Hammond,7900 Cabela Dr,Hammond,IN,46324-2950,90,7/1/2022,Final Planning,41.5683515,-87.4791694,Indiana North,Gary 
3254,Holiday Inn Express & Suites Nokomis,206 Albee Rd W,Nokomis,FL,34275-2004,97,6/22/2022,Final Planning,27.1263111,-82.4553107,Sarasota,Sarasota/Beaches 
3255,Microtel inn & Suites  Moab,1248 N 191 Hwy,Moab,UT,84532,90,,Planning,38.5918027,-109.5655422,Utah Area,Utah Regional 
3256,La Quinta Inns & Suites Wilmer,NEQ I-45 & Mars Rd,Hutchins,TX,75172,75,3/31/2024,Planning,32.5810629,-96.6709669,Dallas,Dallas South/East 
3257,La Quinta Inns & Suites Murfreesboro,225 N Thompson Ln,Murfreesboro,TN,37129-4307,90,3/31/2023,Planning,35.8518451,-86.4309527,Nashville,I-24/Murfreesboro 
3258,La Quinta Inns & Suites Huntsville,3311 Montgomery Rd,Huntsville,TX,77340,84,3/31/2023,Planning,30.6935203,-95.5550246,Texas East,Texas East Area 
3259,Holiday Inn Express Hemet,3850 Florida Ave,Hemet,CA,92545,80,4/14/2022,Final Planning,33.7466688,-117.0131554,Inland Empire,Riverside Surrounding 
3260,Howard Johnson Clermont,9200 W Highway 192,Clermont,FL,34714,198,,Planning,28.3454768,-81.6588151,Florida Central,Lakeland/Winter Haven 
3261,Hawthorn Suites by Wyndham Big Springs,I-20 & Tubb Loop Rd,Big Spring,TX,79720,80,3/31/2023,Planning,32.2654902,-101.4833314,Texas North,Panhandle Area TX 
3262,Hawthorn Suites by Wyndham Fort Stockton,Dickinson Blvd,Fort Stockton,TX,79735,80,3/31/2023,Planning,30.8942212,-102.8992975,Texas West,Texas West Area 
3263,Wyndham Nashville,2503 Dickerson Pike,Nashville,TN,37207-4102,139,3/31/2023,In Construction,36.2099396,-86.7662135,Nashville,Nashville I-65 North 
3264,Wyndham Greenville,0 E 4th St,Greenville,NC,27858,100,3/31/2023,Final Planning,35.6113947,-77.3699239,North Carolina East,North Carolina Northeast Area 
3265,Baymont Fenton,650 S Highway Dr,Fenton,MO,63026,65,3/31/2023,Planning,38.5421317,-90.44183,Saint Louis,St Louis Southwest 
3266,Microtel Inn & Suites by Wyndham Seekonk,767 Fall River Ave,Seekonk,MA,02771-5627,72,3/31/2023,Planning,41.805326,-71.333225,Massachusetts Area,Massachusetts Southeast 
3267,La Quinta Inns & Suites Houston Kingwood IAH Airport,22790 Highway 59 N,Kingwood,TX,77339-4407,100,,In Construction,30.0472999,-95.2522454,Houston,Houston North/Woodlands 
3268,La Quinta Inns & Suites Ruston,1748 Roberta Ave,Ruston,LA,71270,70,,Planning,32.5385894,-92.6158936,Louisiana North,Louisiana North Area 
3269,Four Seasons Hotel and Private Residences Nashville,151 1st Ave S,Nashville,TN,37201-2101,236,4/30/2022,In Construction,36.1608035,-86.7737061,Nashville,Nashville CBD 
3270,La Quinta Inns & Suites Kansas City,939 Holmes St,Kansas City,MO,64106-2639,42,,Planning,39.1023751,-94.5745213,Kansas City,Kansas City CBD 
3271,La Quinta Inns & Suites Henderson,31 Showboat Rd,Henderson,NV,89014,89,,Deferred,36.0590429,-115.0831971,Las Vegas,Las Vegas South 
3272,La Quinta Inns & Suites Bronx,82 Brown Pl,Bronx,NY,10454,130,,Planning,40.804057,-73.922479,New York,New York City Area 
3273,La Quinta Inns & Suites Horseheads,Colonial Dr & I 86 Exit 51B,Horseheads,NY,14845,70,,Planning,42.1609916,-76.8666495,New York State,Ithaca/Elmira NY 
3274,La Quinta Inns & Suites By Wyndham Middletown,551 Route 211 E,Middletown,NY,10941-1715,87,4/30/2022,In Construction,41.4639317,-74.3745284,Lower Hudson Valley,Hudson Valley Area NY 
3275,La Quinta Inns & Suites Oklahoma City,N I-35 Service Rd,Oklahoma City,OK,73131,75,3/31/2023,Planning,35.5871078,-97.4385669,Oklahoma City,Oklahoma City North 
3276,La Quinta Inns & Suites Tulsa,6911 E 71st St,Tulsa,OK,74133-2757,71,9/30/2023,Planning,36.060926,-95.900455,Tulsa,Tulsa South/Broken Arrow 
3277,La Quinta Inns & Suites San Antonio,2011 SE 410 Loop,San Antonio,TX,78220,72,12/30/2022,In Construction,29.4029958,-98.3901506,San Antonio,San Antonio South 
3278,La Quinta Inns & Suites Bryan,1900 Austins Colony Pkwy,Bryan,TX,77802-3337,100,1/1/2025,Planning,30.6697732,-96.3331556,Texas West,Central Texas Area 
3279,La Quinta Inns & Suites Harlingen,1002 S Expressway 83,Harlingen,TX,78550-5913,75,,Planning,26.1823228,-97.7129497,McAllen/Brownsville,Brownsville 
3280,La Quinta Inns & Suites Houston,SW Quadrant US Highway 290,Houston,TX,77074,96,,Deferred,29.713892,-95.502935,Houston,Houston Southwest Freeway 
3281,Joie de Vivre Hotel,W Evelyn St & Hope St,Mountain View,CA,94041,179,1/1/2023,Planning,37.3940562,-122.0778765,San Jose/Santa Cruz,San Jose Northwest/Palo Alto 
3282,Camden Park Plaza Hotel 1,14200-14420 Union Ave,San Jose,CA,95124,98,,Planning,37.2614811,-121.9285737,San Jose/Santa Cruz,San Jose/Campbell 
3283,Camden Park Plaza Hotel 2,Camden Ave,San Jose,CA,95124,140,,Planning,37.2501136,-121.90862,San Jose/Santa Cruz,San Jose/Campbell 
3284,Hotel Clariana,100 E Santa Clara St,San Jose,CA,95113-1901,63,,Planning,37.3370165,-121.8880772,San Jose/Santa Cruz,San Jose/Campbell 
3285,Country Inn & Suites Moab,1180 Knutson Cor,Moab,UT,84532-3179,100,4/12/2022,Final Planning,38.5526539,-109.5280665,Utah Area,Utah Regional 
3286,TRYP North Hollywood,5055 Lankershim Blvd,North Hollywood,CA,91601-4224,130,3/31/2023,Planning,34.1622968,-118.3733337,Los Angeles,Los Angeles North 
3287,La Quinta Inns & Suites Patterson,2421 Sperry Ave,Patterson,CA,95363,82,3/31/2023,Planning,37.4651568,-121.1669119,California North Central,Stockton/Modesto 
3288,MainStay Suites West Sulphur,000 Arena Rd,Sulphur,LA,70665,40,7/30/2021,In Construction,30.2143355,-93.3801364,Louisiana South,Louisiana South Area 
3289,Tru by Hilton Jacksonville Airport,1265 Airport Rd,Jacksonville,FL,32218-6891,105,10/11/2022,Final Planning,30.48331,-81.6510433,Jacksonville,Jacksonville/Airport 
3290,Tru by Hilton St Louis Downtown,1221 Locust St,Saint Louis,MO,63103-2343,82,12/16/2022,In Construction,38.6309342,-90.1983253,Saint Louis,St Louis CBD 
3291,Canopy by Hilton Portland Waterfront,300 Commercial St,Portland,ME,4101,135,5/12/2021,In Construction,43.653946,-70.255884,Portland,Portland Downtown/Int'l Jetport 
3292,Home2 Suites by Hilton Novi Detroit,43700 Expo Center Dr,Novi Township,MI,48375,141,9/1/2023,In Construction,42.4845077,-83.4782162,Detroit,Livonia/West 
3293,Home2 Suites by Hilton Broomfield East Denver,4485 W 121st Ave,Broomfield,CO,80020-5505,80,8/22/2025,Final Planning,39.9155896,-105.0444642,Denver,Denver North 
3294,Home2 Suites by Hilton Vero Beach I 95,9060 Americana Rd,Vero Beach,FL,32966-6611,80,7/21/2023,Final Planning,27.6376632,-80.5157318,Florida Central,Fort Pierce/Port St Lucie 
3295,Home2 Suites by Hilton Pittsburgh Harmerville,2825 Freeport Rd,Pittsburgh,PA,15238,75,8/12/2025,Planning,40.5388108,-79.831923,Pittsburgh,Pittsburgh North Area 
3296,Home2 Suites by Hilton Bakersfield Airport,Merle Haggard Dr & Wings Way,Bakersfield,CA,93308,91,3/17/2024,Final Planning,35.4408266,-119.0515656,California South/Central,Bakersfield 
3297,Home2 Suites by Hilton Minneapolis University Area,2804 University Ave SE,Minneapolis,MN,55414,112,8/31/2022,In Construction,44.9711492,-93.2172804,Minneapolis,Minneapolis CBD 
3298,Home2 Suites by Hilton Bryant,2612 Span Way N,Bryant,AR,72022,80,9/15/2021,In Construction,34.619429,-92.500494,Little Rock,Little Rock 
3299,Home2 Suites by Hilton Wilmington Medical Park Downtown,1400 Barclay Pointe Blvd,Wilmington,NC,28412,104,12/11/2022,Final Planning,34.1829157,-77.9172229,North Carolina East,Wilmington NC 
3300,Home2 Suites by Hilton St Louis Downtown,1211 Locust St,Saint Louis,MO,63103,93,12/16/2022,In Construction,38.6308302,-90.1979365,Saint Louis,St Louis CBD 
3301,Homewood Suites by Hilton Cincinnati Uptown University,3044 Reading Rd,Cincinnati,OH,45206,158,12/5/2024,Final Planning,39.1342104,-84.4963772,Cincinnati,Cincinnati Northwest 
3302,Hilton Garden Inn Coeur d'Alene,2119 N Government Way,Coeur d'Alene,ID,83814-3529,118,10/11/2022,Planning,47.697799,-116.789188,Idaho,Idaho North Area 
3303,Hampton Inn by Hilton Victorville,Nisqualli Rd,Victorville,CA,92395,119,8/25/2023,Planning,34.4858112,-117.333077,Inland Empire,San Bernardino Surrounding 
3304,Plush Suites Hotel in Dallas,13907 Noel Rd,Dallas,TX,75240,300,6/16/2021,In Construction,32.9365933,-96.8187367,Dallas,Addison/LBJ Freeway 
3305,Broadway Hotel,600 N Broadway,Milwaukee,WI,53202-5009,32,5/3/2021,In Construction,43.0376819,-87.9073216,Milwaukee,Milwaukee CBD 
3306,The Catrina Hotel,4256 El Camino Real,Palo Alto,CA,94306-4404,100,,Planning,37.4072752,-122.1211306,San Jose/Santa Cruz,San Jose Northwest/Palo Alto 
3307,5th and Union,1405 5th Ave,Seattle,WA,98101-2313,270,,Planning,47.6097216,-122.3351511,Seattle,Seattle CBD 
3308,Hyatt Place Novato,7701 Redwood Blvd,Novato,CA,94945,87,3/16/2023,Final Planning,38.1237764,-122.5675496,San Francisco/San Mateo,San Francisco Area 
3309,Springfield Hotel,300-320 E Washington St,Springfield,IL,62701-1206,95,9/30/2022,Abandoned,39.801546,-89.651661,Illinois South,Springfield/Decatur 
3310,"Montgomery Downtown, Autograph Collection",22 Bibb St,Montgomery,AL,36104-2503,113,2/28/2022,In Construction,32.3799893,-86.3095518,Alabama South,Montgomery 
3311,Fairfield Inn & Suites Albertville,9820 US 431,Albertville,AL,35950,79,8/11/2022,Final Planning,34.2923297,-86.2491919,Alabama North,Alabama North Area 
3312,1st & Pike,103 Pike St,Seattle,WA,98101-2009,121,,Planning,47.608817,-122.33971,Seattle,Seattle CBD 
3313,MOD Studios,601 Aurora Ave N,Seattle,WA,98109-4717,143,,Planning,47.6250375,-122.3440671,Seattle,Seattle CBD 
3314,Residence Inn Nashville Hendersonville,309 Indian Lake Blvd,Hendersonville,TN,37075-6218,103,9/21/2023,Final Planning,36.3308523,-86.5951698,Nashville,Nashville I-65 North 
3315,Residence Inn Austin Cedar Park,Discovery Blvd & Main St,Cedar Park,TX,78613,102,9/30/2023,Final Planning,30.5294241,-97.8226513,Austin,Austin Northwest/Arboretum 
3316,SpringHill Suites Scottsdale Northwest,6828 E Camelback Rd,Scottsdale,AZ,85251-2427,127,3/16/2023,Final Planning,33.5025501,-111.9341538,Phoenix,Scottsdale 
3317,TownePlace Suites Cape Canaveral Cocoa Beach,Central Blvd & Astronaut Blvd,Cape Canaveral,FL,32920,153,1/25/2022,In Construction,28.3961582,-80.6133187,Melbourne,Titusville/Cocoa Beach 
3318,Jacksonville St Augustine A Tribute Portfolio Hotel,11 Prawn St,Saint Augustine,FL,32084,58,8/4/2022,Final Planning,29.8904667,-81.3234567,Jacksonville,Jacksonville Beaches 
3319,Westin Dublin Pleasanton,Martinelli & Arnold Road,Dublin,CA,94568,205,11/7/2022,Final Planning,37.70336,-121.895156,Oakland,Pleasanton/Livermore 
3320,SpringHill Suites Hotel Lakewood,11711 Pacific Hwy SW,Lakewood,WA,98499,128,,Unconfirmed,47.1510062,-122.5008155,Washington State,Tacoma/Olympia 
3321,AC Hotels by Marriott San Rafael,1201 5th Ave,San Rafael,CA,94901,140,3/4/2022,In Construction,37.9740663,-122.5299556,San Francisco/San Mateo,San Francisco Area 
3322,Holiday Inn Hotel Dearborn,6300 Mercury Dr,Dearborn,MI,48126,114,,Unconfirmed,42.334604,-83.214123,Detroit,Detroit/Dearborn 
3323,Unnamed @ W York Ave,511 E Columbus Ave,Springfield,MA,01105-2506,130,,Planning,42.0897546,-72.5824822,Massachusetts Area,Springfield MA 
3324,Unknown Hotel @ E 2nd Street,200 E 2nd St,Frederick,MD,21701,62,6/26/2022,In Construction,39.4161744,-77.4071848,Washington,Frederick/Rockville 
3325,Park MGM Nashville Downtown,200 10th Ave,Nashville,TN,37234,315,12/29/2022,Final Planning,36.160293,-86.78499,Nashville,Nashville CBD 
3326,Archer Hotel Tysons,7599 Colshire Dr,Tysons,VA,22102,178,7/15/2021,In Construction,38.923887,-77.207628,Washington,Fairfax/Tysons Corner 
3327,Waterloo Park Tower,1201 Red River St,Austin,TX,78701-1914,380,5/3/2022,In Construction,30.2725273,-97.7346283,Austin,Austin CBD 
3328,Downtown Hotel at Carroll Creek,200 E Patrick St,Frederick,MD,21701-5767,183,,Planning,39.4134342,-77.4075262,Washington,Frederick/Rockville 
3329,Northern Gate Hotel,46404 Benedict Dr,Sterling,VA,20164-6600,126,,Abandoned,39.0249192,-77.3936876,Washington,Dulles Airport Area 
3330,citizenM Washington DC NoMa,1222 First St NE,Washington,DC,20002,290,,In Construction,38.9066777,-77.006347,Washington,Washington DC CBD 
3331,Meininger Hotel Washington,35 New York Ave NE,Washington,DC,20002-3325,154,,Planning,38.9075874,-77.0075,Washington,Washington DC CBD 
3332,Unknown Name,811 Live Oak St,Austin,TX,78704-5024,79,,Deferred,30.2442733,-97.7622533,Austin,Austin CBD 
3333,Unnamed Hotel @ Atwater Street Detroit,1650 Atwater St,Detroit,MI,48207,120,,Planning,42.331867,-83.0280781,Detroit,Detroit/Dearborn 
3334,Unnamed Hotel @ Pittsburg St,148 Pittsburg St,Dallas,TX,75207-7208,250,,Planning,32.786626,-96.818383,Dallas,Dallas CBD/Market Center 
3335,Northport Hotel,225 Main St,Northport,NY,11768,24,,In Construction,40.9010817,-73.347413,Long Island,Suffolk NY 
